formula,gen,out_of_range,tc_ideal_K,tc_hw_K
Ca1.14Cu5.18O2.18,cuprate,False,36.24,34.1
Te3.54B3.36,random,False,4.08,4.46
Fe5.53Se1.81Tl0.3,iron,False,8.31,8.36
Se1.63P4.02F3.83,random,True,7.8,9.59
As2.4Tl4.54Cu1.13,random,False,5.5,5.35
Sn5.05Zr4.48Ge2.14,random,False,4.24,4.12
Sr5.12Y3.79Cu5.93O0.63,cuprate,False,41.33,39.18
Ca0.41C0.33,random,False,11.67,11.85
Ti5.61Si2.48K2.27,random,False,9.73,9.65
Ca3.13Cu2.46O3.21,cuprate,False,44.51,41.05
La5.09Y5.97Cu3.76O0.31,cuprate,False,36.62,35.48
Tl1.27Fe3.86As4.37F2.33,random,False,11.0,10.0
Bi1.87Te3.42Ge4.7,random,False,2.75,2.93
Hg4.9Cu1.52K1.45Mg3.57Rb5.86,random,False,17.19,17.22
Ba1.37Cu1.19O3.76,cuprate,False,48.79,44.86
Te2.22K3.84,random,False,2.89,2.96
Ca2.31Cu3.88O2.48,cuprate,False,40.78,38.99
Pb4.33Ti2.16Zr4.83Fe1.92C4.14,random,False,14.79,15.08
B3.91O2.47S1.65V0.57,random,False,6.76,6.81
Sb0.37Ti5.31Tl1.81Si4.83Sr2.0,random,False,17.59,18.41
Fe1.1P0.63Ca2.92,iron,False,15.29,14.92
P1.0H3.48V0.22,random,False,4.04,3.92
Mo1.44Hg1.82Rb0.32H2.4,random,False,13.76,11.86
Ti0.14Sb5.12Se3.52H5.17,random,False,5.27,5.32
Tl1.64La5.69Cu2.16O2.19,cuprate,False,37.3,34.9
Ni1.43Sn5.49Si4.91Mg2.73,random,False,5.51,5.65
Sr4.11Nd5.63Cu5.94O5.71,cuprate,False,52.68,39.92
As2.97Sn5.03,random,False,2.44,2.78
Y1.71Ba3.33Cu2.68O3.33,cuprate,False,58.3,36.66
Bi5.57B4.44Ti3.84Si1.06Hg4.74,random,False,13.19,13.07
Pb3.65Si0.54Ca5.88Ni3.72,random,False,9.15,9.04
Fe5.62Co0.24,random,False,6.98,6.73
Se4.8K2.72V5.79Co4.21,random,False,5.64,5.65
Ca3.15Nd3.82Cu3.87O3.94,cuprate,False,52.43,50.89
Sr1.06Cu3.41O4.83,cuprate,False,45.45,41.47
Ba3.69La3.59Cu0.3O2.16,cuprate,False,39.3,33.83
Fe4.97Se3.5La0.43,iron,False,7.69,7.39
Ca0.34Cu0.89O5.35,cuprate,False,27.93,27.32
Tl4.84Ni3.87,random,False,2.3,2.84
Fe0.45Se4.45Y4.69,iron,False,6.74,6.71
Ba4.51Cu2.42O3.32,cuprate,False,45.39,46.35
K2.1Pb4.47,random,False,2.27,2.22
Ni4.08H4.18Te5.31Sn4.49,random,False,3.9,3.75
K3.22Zr4.39B2.48Ge1.97Se5.64,random,False,8.81,8.87
Fe3.08As3.25Ba4.58,iron,False,7.73,8.39
Nd4.3Sr4.81Cu0.44O1.63,cuprate,False,37.88,34.54
Nd4.82Cu3.69O4.8,cuprate,False,28.95,28.05
Cu5.66Se5.73,random,False,3.47,3.39
C5.48La1.63,random,False,7.07,7.34
Si4.17Hg0.38,random,False,7.69,7.47
Ni0.36V0.76H3.01F1.52,random,False,9.78,8.57
Fe5.89P5.18Y4.72,iron,False,9.63,8.7
Bi5.65H3.2Pb1.38,random,False,3.86,3.82
Fe5.16K3.04La4.78,random,False,3.59,18.22
Tl0.3B0.4,random,False,6.99,6.65
Hg3.97Cu2.32O2.65,cuprate,False,33.87,32.77
B2.74Te0.57Sn3.98,random,False,4.72,4.3
Zr3.23La1.78Bi2.85Tl0.94Nb3.55,random,False,3.88,3.76
La4.35Nd2.01Cu5.78O4.18,cuprate,False,38.08,36.14
Y2.78Cu2.34O1.28,cuprate,False,33.92,31.3
Se2.81V4.4B2.2Pb1.22Bi4.47,random,False,6.83,6.68
Tl2.22Cu5.89O1.71,cuprate,False,30.67,28.29
Sn1.59Ni3.66Co0.57K5.89,random,False,4.52,4.52
Sr4.58Cu3.95O2.04,cuprate,False,39.41,36.17
Sr2.04Tl2.78Cu5.0O2.72,cuprate,False,54.44,52.39
K4.35Bi3.93,random,False,2.2,2.23
Ba1.5Cu5.96O2.97,cuprate,False,43.83,41.62
H2.84Bi4.14O3.12,random,False,4.32,4.25
Y4.89Cu0.3O2.68,cuprate,False,24.02,23.03
Sr0.77Ti3.47,random,False,5.16,4.89
Fe3.83Te2.35Tl5.34,iron,False,4.37,4.82
Y4.78Si5.89La5.81Tl1.12Sb1.87,random,False,10.9,9.98
Tl4.01Cu5.05O4.98,cuprate,False,30.34,24.86
Nd5.44Ba4.22Cu5.92O2.51,cuprate,False,49.36,46.22
Mg5.93Ca2.59,random,False,4.17,4.24
Tl3.62Sr4.84Cu0.99O3.13,cuprate,False,46.9,43.58
Fe2.86As0.34Ca5.52,iron,False,10.39,7.75
Sr4.67Cu0.36O2.29,cuprate,False,34.74,30.32
Ba1.96Tl1.75Cu3.44O3.89,cuprate,False,61.04,33.51
H5.75Fe1.78,random,False,8.16,8.56
Bi2.07Pb5.77F5.48Hg2.17,random,False,14.55,14.62
Sn4.26As1.05Cu1.88,random,False,3.3,3.58
Fe3.92Se4.62Ba2.82,iron,False,10.47,10.06
Zr5.57Y5.28C4.63,random,False,11.72,11.11
K2.24Tl1.0,random,False,2.89,3.05
Mo2.68H0.65B1.52,random,False,7.01,7.1
La4.77Ca4.44Cu1.8O3.2,cuprate,False,47.79,44.19
Pb5.64Sb5.32Ni1.61Sn0.81Bi3.76,random,False,2.86,3.13
Cu1.56Y1.89C2.58,random,False,11.52,11.58
Sn3.91Pb2.72,random,False,2.11,2.07
Ni5.47P5.42,random,False,3.08,3.27
Mg3.38Ni3.76Co1.17Se4.16,random,False,7.58,7.17
Ge5.89S3.97Tl1.18V1.5F4.58,random,False,9.24,8.74
Fe5.44Te3.44Sr5.78,iron,False,9.1,9.47
As3.94Ba5.82,random,False,5.39,6.29
Bi2.34Mg2.73K0.58Ba5.2,random,False,8.05,7.82
Nb3.37Bi0.68C4.35As3.55Rb3.85,random,False,8.24,7.69
Te4.51V5.19S3.26Tl1.86F5.92,random,False,10.13,8.68
Tl0.74Cu5.07O5.38,cuprate,False,32.07,29.78
Hg0.17Tl1.65Cu2.3O3.06,cuprate,False,49.09,43.93
Ti3.5Zr0.39Sb0.26Ba2.71,random,False,7.27,6.84
V3.92Y1.92As1.58,random,False,6.33,5.85
As5.06Ti1.25Y1.1C5.6Si2.48,random,False,11.16,11.02
La4.38Tl0.14Cu5.68O2.9,cuprate,False,41.62,42.59
O3.79H0.73As1.8Sb3.92Ti3.73,random,False,11.72,11.23
H2.96Zr2.97Mg2.08Tl5.53,random,False,18.7,18.36
Hg5.88Y0.35Cu2.3O4.54,cuprate,False,49.58,45.96
Fe4.12Bi1.02C0.51Si2.23,random,False,8.38,8.04
Sb4.9Pb2.26,random,False,2.14,2.23
Zr4.51H2.82Ca1.65,random,False,19.37,18.48
Ca2.06Cu1.77O3.14,cuprate,False,46.35,45.16
Fe1.05As2.61Ba5.38,iron,False,7.69,7.82
Cu0.48As0.65Tl3.0S4.1,random,False,8.52,7.89
Si3.29La2.29P4.73Cu2.9Mg4.63,random,False,26.34,26.48
Fe1.32P1.35Ba2.36,iron,False,10.22,10.69
Ba3.86Bi3.05Cu3.05O0.72,cuprate,False,39.51,39.51
V3.78Rb4.85,random,False,2.62,2.65
Ba5.32P3.24Se2.96Te1.76,random,False,8.72,8.41
Nd5.66Bi5.33Cu5.86O1.77,cuprate,False,25.2,22.93
Ba4.77Y3.41Cu3.5O4.27,cuprate,False,56.97,47.7
Ca2.27Cu2.42O5.67,cuprate,False,46.11,43.37
Fe1.01P0.11Ba4.92,iron,False,11.2,11.29
Bi0.19Nd0.47Cu4.29O2.14,cuprate,False,33.36,28.99
Nb5.0Sb5.24Mg1.13,random,False,5.87,6.34
V0.77Rb3.55H2.12Mg2.73Mo4.29,random,False,16.95,16.84
Tl2.16Cu2.24O5.1,cuprate,False,25.57,23.01
Fe0.53P0.24Ca2.01,iron,False,14.4,10.3
Hg1.94S0.42Se1.71Sn3.87Ni5.94,random,False,7.68,7.9
C2.46Sr5.9Co4.54P2.68,random,False,10.31,34.96
Hg2.31Cu3.12O2.69,cuprate,False,38.21,36.1
Y4.55Hg3.73Cu3.8O1.5,cuprate,False,47.52,43.86
Fe2.97Te4.05Nd1.93,iron,False,5.14,5.21
Fe0.6Te4.66Tl5.77,iron,False,3.82,3.69
Nd3.82Bi4.9Cu3.91O3.99,cuprate,False,20.37,19.45
B3.9V4.41,random,False,6.89,6.74
Ba3.62Sr5.33Cu2.5O0.47,cuprate,False,38.75,37.35
F2.9Ca5.34La5.16,random,False,26.82,27.49
Fe2.69As0.29La3.82,iron,False,6.42,6.47
La0.14Y1.44Cu1.58O5.36,cuprate,False,32.54,32.44
Sr4.83Ca2.76Cu1.11O5.94,cuprate,False,56.47,48.0
Bi0.83Tl0.12Cu3.33O4.87,cuprate,False,20.68,19.99
C4.62Sn4.03Zr2.37,random,False,7.9,7.58
Bi1.17Cu5.26O3.04,cuprate,False,17.02,16.95
Hg0.16La1.89Cu2.87O2.16,cuprate,False,53.13,49.25
Ca2.05Cu3.09O4.67,cuprate,False,45.39,40.37
Sr4.5F4.32Mo4.31,random,False,8.1,7.72
Ca3.07Bi1.43Cu2.4O0.97,cuprate,False,41.3,39.66
Hg2.09Sn0.3V4.7Pb5.71Ba5.61,random,False,7.04,6.75
La2.82Ca1.03,random,False,4.0,3.85
O5.18P0.97Ba4.73,random,False,15.44,14.94
La2.85Ba0.38Cu0.46O5.59,cuprate,False,26.04,21.45
Sr0.41Cu0.1O0.23,cuprate,False,39.75,28.95
Bi5.85Ba1.16Cu5.9O4.38,cuprate,False,29.92,27.91
Sr1.83Cu3.6O4.82,cuprate,False,47.76,48.08
O1.69Co5.75Nb3.9,random,False,8.24,8.24
Ca2.77Nd5.45Cu5.56O2.76,cuprate,False,46.97,43.96
Sr5.46Nb0.26Ca3.15,random,False,5.28,5.52
Bi3.76Mg5.8S1.97Hg4.18,random,False,17.22,16.19
Hg2.53Cu1.69O2.7,cuprate,False,36.34,34.45
Fe2.62Se1.41La5.47,iron,False,6.6,6.86
Bi3.75S2.6H5.85,random,False,4.02,3.82
Se0.36Tl3.43,random,False,2.7,2.64
Hg3.25Cu1.14O2.31,cuprate,False,32.1,31.72
P1.87Nb1.1,random,False,5.31,5.61
Tl4.8Y2.54Ca2.48,random,False,3.85,3.97
Fe5.53As5.7Bi5.3,random,False,4.45,4.85
Tl3.38Cu2.85O4.76,cuprate,False,27.2,24.78
Te5.8Pb4.26P4.65Rb1.2,random,False,5.41,5.27
La0.88Ca3.5Cu2.25O0.27,cuprate,False,36.71,35.0
Nb4.26Sr1.57Ni1.0,random,False,3.92,4.22
Fe2.51P0.87Y4.69,iron,False,10.36,10.35
Fe4.25Te0.94Bi3.89,iron,False,4.44,4.3
Ca4.0Sr5.92Cu2.65O2.18,cuprate,False,44.19,33.18
Fe2.65Ti1.37C0.69P4.33Ba0.7,random,False,18.64,18.45
Hg1.75Nb4.83K4.16,random,False,4.67,4.75
La1.49Fe3.46Hg3.06Zr1.58Se0.48,random,False,14.95,14.66
Tl3.3La5.16Cu4.06O1.9,cuprate,False,40.47,33.54
Bi5.94Ba3.14Cu0.44O2.26,cuprate,False,21.07,21.45
Nd4.13Ca3.62Cu0.57O2.8,cuprate,False,45.8,53.05
Ba1.0Ti2.96Mo1.52Ni3.03La1.99,random,False,6.61,6.7
Ca5.61Sr0.61Cu5.18O1.25,cuprate,False,36.7,34.74
Hg3.04Nd3.81Cu1.17O4.7,cuprate,False,51.51,47.22
Tl4.97Hg1.29Cu2.12O1.69,cuprate,False,40.15,38.01
Tl4.04F1.75H1.97P4.3Ni2.77,random,False,11.9,11.31
As5.88Bi2.25Pb4.95Y5.25Fe2.23,random,False,7.07,6.88
Fe3.45Te2.28Hg4.49,iron,False,7.48,7.28
Sr5.99Tl0.28Cu3.41O4.97,cuprate,False,57.92,57.3
Fe4.05Te5.99Hg1.75,iron,False,6.85,6.92
Fe2.8As0.78Ba3.15,iron,False,8.45,8.14
Si5.32La5.2S3.24,random,False,5.67,5.23
K5.95Sn4.31Sr2.76,random,False,3.63,3.53
Bi3.61As4.41Cu4.27Sn3.12,random,False,4.99,4.91
Hg3.96Ge5.36,random,False,4.95,5.16
Ca3.96Cu3.76O1.45,cuprate,False,36.13,33.76
Rb2.39Hg5.05Ca1.78La2.77As2.46,random,False,12.09,12.92
Y0.51Cu0.48O5.0,cuprate,False,17.78,17.52
Zr3.52O5.63Fe4.71Cu5.94Co5.77,random,False,44.17,41.93
Ca2.55Tl0.23Cu1.99O2.39,cuprate,False,58.9,48.58
Si5.9Sr4.28V3.59Tl4.03,random,False,9.07,9.21
Fe2.14Te0.69Mg4.32,random,False,11.59,11.19
Fe2.36Se4.39Ca3.39,iron,False,13.98,13.09
Y4.43S0.5Se4.8B5.62Tl3.43,random,False,9.78,8.67
Fe2.77Te1.96Ba0.98,iron,False,9.09,8.94
La0.6Cu0.58O3.14,cuprate,False,17.31,38.65
Sr3.93La5.34Cu2.78O0.6,cuprate,False,40.1,37.79
Tl5.58Cu4.81O3.88,cuprate,False,28.44,28.19
Y3.64Ca2.49Cu3.27O4.08,cuprate,False,54.87,52.21
Fe4.56Te0.87Hg3.8,iron,False,8.13,8.2
Fe2.83As0.72Ca3.63,iron,False,10.06,10.15
La0.34Hg1.23Cu1.25O0.17,cuprate,False,44.1,41.4
Ca5.15Cu1.54O1.29,cuprate,False,34.91,38.29
Y2.03Hg4.81Mo4.5Sr5.33,random,False,7.02,6.25
Y2.17P2.31Se1.8,random,False,6.64,6.92
C5.13Te1.51Bi4.14O0.58,random,False,3.54,3.53
O3.48Cu2.88,random,False,15.19,16.13
La0.72Cu2.99O4.36,cuprate,False,27.78,26.79
B4.21As4.04,random,False,5.64,5.4
F2.06Pb3.42Y4.04,random,False,10.83,11.05
Tl0.14Ca0.56Cu3.26O1.57,cuprate,False,47.4,43.46
Mo0.35Cu2.26Nb2.55,random,False,4.11,4.68
Si5.2Hg1.5,random,False,7.44,7.18
Ba4.15La1.26Cu5.27O5.82,cuprate,False,56.53,51.87
Fe4.79Nb3.68Ca1.42Ni1.01,random,False,6.2,6.34
Hg1.44Cu0.98O3.67,cuprate,False,37.98,37.11
Mo5.84B4.82Bi1.6Ca0.35Nb2.92,random,False,12.2,11.9
Se0.39K3.68Ca5.67Hg0.73,random,False,23.68,20.53
Tl3.76Cu1.1O0.95,cuprate,False,21.32,16.73
Sn5.29Se2.41Cu3.05Mg2.28,random,False,12.07,12.46
Fe1.06As1.77Sr5.25,iron,False,7.33,15.95
B2.0K2.43Zr5.81,random,False,7.28,7.07
Se3.23Zr4.06Te3.54H2.13,random,False,6.89,6.71
Ge2.09F0.29Cu1.42S1.36V5.46,random,False,11.98,11.41
Nd0.78Tl0.72Cu3.81O4.15,cuprate,False,42.95,40.6
C0.57V3.64Sn5.86,random,False,6.16,6.4
Hg3.47Cu5.17O2.55,cuprate,False,36.01,32.69
Ca3.07Cu2.94O2.74,cuprate,False,42.79,40.38
Fe3.34Se2.49Sr5.75,iron,False,10.6,10.95
S2.31Hg5.03Mo1.2Rb0.99,random,False,10.18,10.27
Ni4.77Ge2.7Ti1.57Si0.82V5.84,random,False,7.01,7.26
Fe0.5As1.19Bi5.62,iron,False,3.15,3.43
Sn4.29Ni0.33,random,False,2.06,2.16
Sn0.56C2.52Mg3.72,random,False,9.74,9.7
Mg5.24K4.25Cu1.64Mo0.74C3.82,random,False,14.17,14.59
Y5.15Cu0.27O5.12,cuprate,False,23.51,21.37
La3.57Y2.11H4.28Ca2.97Mo0.33,random,False,23.31,24.26
La1.17Cu1.86O2.47,cuprate,False,29.01,29.08
Cu0.59Zr3.87Ca1.18Y0.15Bi4.78,random,False,11.26,10.46
Bi2.21Ca2.16Cu4.0O2.72,cuprate,False,41.05,34.26
O1.07Bi1.64Pb2.16Te3.34,random,False,5.92,5.86
Ba1.52Tl4.18F1.74Nb3.5,random,False,15.87,14.45
B3.49Cu1.68Bi3.51Mo4.37,random,False,9.46,8.99
Cu5.29S4.5Mg3.01C0.98O3.49,random,False,11.49,10.77
Tl3.01Bi5.37Cu1.05O4.78,cuprate,False,12.53,11.06
Hg0.73Cu1.51Zr0.62,random,False,21.33,36.29
La2.71Tl0.81Cu5.24O5.83,cuprate,False,42.87,43.13
Fe1.38P2.46Bi0.18,iron,False,8.0,8.61
Fe5.43Se5.58Nd0.29,iron,False,6.9,6.7
La5.99Hg1.97Cu4.49O0.8,cuprate,False,43.57,44.11
Tl3.62Ba4.02Cu4.78O3.5,cuprate,False,57.47,54.37
Pb3.49C0.74F0.29,random,False,4.17,4.14
Fe3.67As0.48Bi4.16,iron,False,4.46,4.04
H5.41Zr5.03Sn0.78,random,False,7.26,7.02
S2.49Y5.26La3.04Fe4.15,random,False,12.86,12.0
Ca5.11Bi0.47Cu0.19O3.6,cuprate,False,49.96,47.46
Fe2.98P2.27Nd4.1,iron,False,7.2,7.0
Ca2.15Cu5.79O4.89,cuprate,False,41.77,39.97
S3.78K4.97,random,False,4.06,3.7
Ba2.59Pb4.84,random,False,2.71,2.83
Bi4.86Ba5.82Sb0.1Y5.03Sr5.58,random,False,6.6,6.63
Rb3.53La5.56Ba5.86,random,False,2.65,3.24
Fe1.7As4.9Sr2.68,iron,False,7.07,6.85
K3.41Ba5.2La4.69Hg2.81V4.77,random,False,6.04,5.88
Ti1.46Pb4.59,random,False,3.53,3.76
Si1.81O4.32S4.88Nb3.41Ni5.4,random,False,5.29,5.28
F4.35Ni3.03Si4.32V0.62K3.03,random,False,11.8,11.02
Hg5.43Si3.61B2.32Se1.1H5.5,random,False,10.46,10.15
Rb0.9Se1.29C5.02K0.29Ti0.79,random,False,9.45,8.72
Hg2.87Ca5.35Cu1.17O3.33,cuprate,False,54.38,51.52
Tl3.34Pb5.57,random,False,2.79,13.17
Ca0.94Zr5.13Bi5.4Nb5.28,random,False,6.16,6.56
Cu0.29Pb2.96O1.22Se0.85Te1.08,random,False,11.26,10.6
La4.14Ca2.56Cu2.01O2.53,cuprate,False,46.92,43.1
Ti2.93O3.04Fe2.46Ni1.01V3.67,random,False,19.56,18.93
Fe5.64Se4.83La5.21,iron,False,6.75,6.78
Tl0.61Cu2.87O5.84,cuprate,False,27.24,25.0
Ba4.27Cu1.4O1.58,cuprate,False,37.96,35.94
Tl4.92La5.61Cu1.59O4.37,cuprate,False,32.81,30.17
Fe4.45Se1.7Nd5.61,iron,False,7.35,7.57
Bi5.98Cu2.91O2.62,cuprate,False,9.45,9.35
Fe1.96P1.13Tl1.5,iron,False,6.25,7.12
As1.91Fe1.77P5.88Hg1.81,random,False,10.16,9.38
O4.17Pb1.4,random,False,4.94,5.0
Sb2.77Hg3.14Bi1.14,random,False,3.56,3.62
Co2.2Ba3.16Mo5.07Mg0.67Rb4.44,random,False,5.96,6.09
Ba2.03Nd1.03Cu4.59O0.93,cuprate,False,46.3,35.02
La5.08Cu5.4O5.99,cuprate,False,29.64,27.46
Fe1.46Te3.48Hg5.3,iron,False,6.33,6.36
La5.48Cu3.18O4.67,cuprate,False,27.26,24.02
Te5.41Ba5.17Se4.05La5.94Zr2.36,random,False,6.69,7.19
Bi0.75Hg4.31Se3.56Co3.29Pb3.3,random,False,9.59,9.68
Ca3.93Nd5.88Cu4.04O1.23,cuprate,False,41.6,39.75
Y3.74Cu2.36O2.07,cuprate,False,34.02,24.65
Pb3.84Fe3.94Nb3.32Ba2.06,random,False,4.75,4.91
Fe5.15Te4.55Nd4.07,iron,False,5.61,18.47
La2.21Cu2.99O1.36,cuprate,False,31.02,29.52
Ca3.52As1.81,random,False,9.85,9.33
Mg4.18K4.57,random,False,3.86,3.79
Bi0.35Cu0.32O3.29,cuprate,False,6.08,6.19
Fe3.56Se5.44Y2.98,iron,False,7.63,7.29
C4.38B0.93Nb3.15,random,False,7.25,6.95
Y5.75Hg4.79F5.67,random,False,11.28,10.65
Fe3.85Te3.22Hg5.68,iron,False,7.26,7.51
Ca1.87Y0.1Cu5.34O2.46,cuprate,False,43.93,39.48
Hg5.18Cu1.93O4.59,cuprate,False,33.27,31.46
Tl3.81Nd2.42Cu2.01O2.51,cuprate,False,37.62,35.86
Sr1.19Nb5.51Y4.05Co4.23,random,False,5.06,5.11
Zr0.39P4.0C3.94,random,False,6.88,7.04
La3.7Y1.75Cu4.38O4.97,cuprate,False,43.54,43.56
K2.56Si1.07Sr1.7Se3.18Co2.72,random,False,9.08,9.3
Te4.72F2.32Pb2.05Cu2.07,random,False,12.33,11.98
Nd0.1Y1.95Cu2.38O3.78,cuprate,False,43.01,42.87
V0.82Ni1.36Tl2.24B2.81,random,False,6.13,6.31
Rb3.06Nb5.08,random,False,2.18,2.58
Bi1.36Cu2.55O1.99,cuprate,False,13.53,13.38
Bi0.47Cu4.2O3.01,cuprate,False,18.14,16.29
Mo2.53Y2.46K0.23Rb5.19,random,False,3.34,3.59
Ba0.35Tl3.74Cu2.21O3.5,cuprate,False,45.61,32.95
Ba2.6Sr4.61Cu5.61O5.43,cuprate,False,58.84,46.95
Nd2.7La4.39Cu0.48O0.49,cuprate,False,24.63,40.73
Sr2.16Tl1.96Cu4.71O4.57,cuprate,False,59.63,53.47
Ti4.95Cu2.79Zr3.86Ba2.5Nb5.07,random,False,17.77,16.75
Y5.83Mo4.51Ba4.73B0.68,random,False,10.3,10.29
Se1.25Bi4.2Ca3.39,random,False,10.24,9.94
Nd3.2Cu5.8O3.48,cuprate,False,32.78,31.95
Fe0.8As4.61Bi5.02,iron,False,3.91,3.97
Sr1.94Cu3.22O2.52,cuprate,False,45.33,46.0
Mg1.14Sb0.45Mo5.48,random,False,7.62,7.9
Fe1.38Te2.67Ba4.37,iron,False,8.03,7.58
Ba3.35Sr4.42,random,False,1.76,1.94
Cu3.39Sn3.41Rb3.41Nb3.64Ca0.36,random,False,6.82,6.89
Hg5.7Cu5.97O5.34,cuprate,False,37.07,33.24
P1.59Rb2.19,random,False,4.07,4.36
Rb5.9Si4.88Te5.71P5.16,random,False,6.56,6.5
Ca3.21F2.95,random,False,16.19,16.02
Mg1.97Sr5.67Se2.24Sn4.8,random,False,15.09,14.34
Fe1.74P3.82Hg5.05,iron,False,8.13,7.56
Fe1.78As3.76La0.84,iron,False,5.98,6.55
Bi3.42Cu1.88O2.99,cuprate,False,8.81,7.41
La5.6Cu5.16O1.9,cuprate,False,29.08,27.74
Mg5.88C5.97,random,False,8.83,8.85
Fe1.05Te0.21Sr0.25,iron,False,10.0,9.98
Hg2.1Ba2.49Sr1.88Pb0.83Mg4.62,random,False,11.3,8.64
La1.12Mg3.69,random,False,6.35,6.42
Cu4.81B3.24Mo5.39Ge1.3O4.62,random,False,19.13,23.49
Te1.7F1.97,random,True,4.77,4.72
Fe0.41P5.17Hg2.23,iron,False,7.77,7.63
Rb2.0S4.22Bi4.56,random,False,3.29,3.56
Tl0.17Nd2.34Cu0.63O3.07,cuprate,False,27.9,26.84
Bi0.87La5.93Cu4.47O2.12,cuprate,False,30.84,29.83
Se2.01La2.22As0.4Ge3.58C2.94,random,False,6.45,6.48
Nb1.71Fe5.39Se1.48Ge0.45,random,False,8.35,8.09
P5.29Ti4.86As0.86Sn5.05Mg5.97,random,False,18.84,16.68
Ca1.16Cu0.93O5.96,cuprate,False,37.64,34.38
Pb5.58Cu2.16Fe1.86,random,False,5.51,5.85
Ti4.56P5.0Se5.41F1.71,random,False,8.43,7.97
Fe3.93P3.97Nd5.38,iron,False,7.09,7.08
Ba0.34Hg4.35Ge0.82Mo0.41,random,False,7.64,6.38
Fe2.25Se5.02Y3.8,iron,False,7.4,7.53
Hg2.67Se3.14Co2.89Ni3.32C1.91,random,False,6.83,6.76
Fe5.88As5.92Ba3.88,iron,False,8.21,8.95
Fe1.19Se4.86Sr4.93,iron,False,9.03,9.01
Hg1.31Ca1.58Cu5.66O0.66,cuprate,False,41.69,38.35
Ca5.49Cu2.2O3.49,cuprate,False,41.98,32.97
Mg2.44Sr2.75,random,False,4.16,3.78
Fe4.83As4.95La2.33,iron,False,6.07,6.4
Fe5.97Te5.17Y2.94,iron,False,7.37,6.95
Ca0.75Hg1.36Cu2.47O4.56,cuprate,False,65.81,49.64
Te5.78Y0.77Tl2.58,random,False,3.53,3.51
Fe5.57Te2.0Nd4.34,iron,False,6.39,30.05
Se0.34Y0.29O5.35F5.07Zr4.4,random,False,11.07,10.58
Zr1.23Ti3.15,random,False,6.88,6.34
Si4.08V0.48As5.58Ca0.52H3.62,random,False,12.46,11.93
Co5.25P5.44Ni4.96,random,False,3.75,4.0
Fe4.7Se0.14Sr4.23,iron,False,10.87,10.89
V4.88Cu4.54Ge1.75,random,False,6.56,6.72
S5.38Co4.29Y5.18Rb3.06Zr2.56,random,False,9.96,9.47
Sb5.72Pb0.92Se0.92Sr3.94Y4.15,random,False,10.22,10.0
Bi3.93Cu4.78O5.41,cuprate,False,10.98,10.96
Hg3.97Fe3.7,random,False,5.22,5.17
Tl4.75C4.22Mg3.6H3.6Ni0.96,random,False,9.78,9.58
Fe0.54Se0.92Nd3.52,iron,False,5.84,6.1
Fe3.26Se5.68La2.91,iron,False,5.8,5.9
La2.7Cu0.19O2.28,cuprate,False,17.37,16.3
Tl0.9Cu5.18O4.23,cuprate,False,33.24,31.01
Ni5.44O5.29,random,False,5.55,5.93
Hg1.48Bi5.7Cu2.4O4.37,cuprate,False,23.24,23.85
Ni1.63Ge0.29,random,False,2.59,2.87
Ca3.7Nd5.43Cu0.96O3.42,cuprate,False,44.96,35.34
Ba3.34Y5.41,random,False,2.65,2.63
Fe1.36Te0.3Tl0.94,iron,False,5.05,5.12
Fe3.8P3.84Ba3.59,iron,False,10.84,10.11
O5.05Zr0.39,random,False,4.6,4.58
Fe5.96Te1.12Ca5.4,iron,False,13.54,12.67
Sr4.64Cu3.26O1.82,cuprate,False,38.62,48.17
Ti4.56As4.85Ba1.42P1.14,random,False,15.58,15.09
Ca3.93Cu3.21O4.58,cuprate,False,45.2,42.52
Ba5.42Cu0.44O2.95,cuprate,False,35.73,34.44
Sb4.42S5.16V2.54Ba0.11,random,False,6.16,6.59
Fe5.79P3.82La4.17,iron,False,7.67,7.78
Bi5.37Cu2.39O3.94,cuprate,False,8.51,7.89
Bi2.63Tl0.59Cu5.39O5.42,cuprate,False,21.59,21.0
Tl0.45Hg5.43Cu4.34O5.19,cuprate,False,52.42,51.88
C0.87Zr2.07Pb5.54,random,False,8.51,8.49
C2.37Se0.14,random,False,5.76,5.97
S0.65Te3.11Si3.27,random,False,3.81,3.91
La2.22Hg5.37Cu4.6O2.99,cuprate,False,53.5,48.54
Si5.74Pb5.42Nb1.5Co3.82B5.86,random,False,9.69,9.4
Pb2.06Hg2.65Sn4.23C1.41,random,False,7.54,7.75
Y2.9Cu3.98O4.48,cuprate,False,37.14,34.79
Ti2.13Sb0.37Se0.39,random,False,9.14,8.08
Fe2.84P3.61Y3.43,iron,False,9.17,9.11
Sr2.29Co0.92Bi0.5H0.5,random,False,18.68,17.41
Sb4.84Cu3.17Hg1.87Ge1.36,random,False,13.78,12.88
Y4.78Cu4.07O5.51,cuprate,False,36.05,34.32
O2.77As4.56La2.7Bi3.28Tl1.52,random,False,8.52,8.61
Fe5.5Se3.14Hg4.01,iron,False,9.26,9.4
As1.56Se2.04Rb0.97Y1.97,random,False,6.18,6.08
Ba4.07Nb3.64H3.01Se2.79Te0.26,random,False,12.41,11.42
Nd5.05Cu4.14O4.51,cuprate,False,29.75,42.53
Pb3.84S1.59F2.4,random,False,8.49,7.87
La4.29Sr3.3Cu3.46O4.7,cuprate,False,51.72,49.89
